"Self_agent","Self","Other_agent","Other","trial","Feedback_Self","agent"
"bias_detector_agent",1,"wsls_agent",0,101,0,4
"bias_detector_agent",1,"wsls_agent",1,102,1,4
"bias_detector_agent",1,"wsls_agent",0,103,0,4
"bias_detector_agent",1,"wsls_agent",1,104,1,4
"bias_detector_agent",1,"wsls_agent",0,105,0,4
"bias_detector_agent",1,"wsls_agent",1,106,1,4
"bias_detector_agent",1,"wsls_agent",0,107,0,4
"bias_detector_agent",1,"wsls_agent",1,108,1,4
"bias_detector_agent",1,"wsls_agent",0,109,0,4
"bias_detector_agent",1,"wsls_agent",1,110,1,4
"bias_detector_agent",1,"wsls_agent",0,111,0,4
"bias_detector_agent",1,"wsls_agent",1,112,1,4
"bias_detector_agent",1,"wsls_agent",0,113,0,4
"bias_detector_agent",1,"wsls_agent",1,114,1,4
"bias_detector_agent",1,"wsls_agent",0,115,0,4
"bias_detector_agent",1,"wsls_agent",1,116,1,4
"bias_detector_agent",1,"wsls_agent",0,117,0,4
"bias_detector_agent",1,"wsls_agent",1,118,1,4
"bias_detector_agent",1,"wsls_agent",0,119,0,4
"bias_detector_agent",1,"wsls_agent",1,120,1,4
"bias_detector_agent",1,"wsls_agent",0,1,0,5
"bias_detector_agent",0,"wsls_agent",1,2,0,5
"bias_detector_agent",1,"wsls_agent",0,3,0,5
"bias_detector_agent",0,"wsls_agent",1,4,0,5
"bias_detector_agent",1,"wsls_agent",1,5,1,5
"bias_detector_agent",1,"wsls_agent",0,6,0,5
"bias_detector_agent",1,"wsls_agent",1,7,1,5
"bias_detector_agent",0,"wsls_agent",0,8,1,5
"bias_detector_agent",1,"wsls_agent",1,9,1,5
